115,0
105,1
120,1
100,0
110,1
130,1
130,0
125,0
110,0
105,1
100,1
115,1
120,1
110,0
115,1
100,1
105,1
130,1
125,0
120,0
110,0
115,1
130,1
100,0
105,1
125,1
120,0
120,0
115,0
110,0
105,0
100,1
125,1
130,0
130,0
120,0
105,1
115,1
100,1
110,1
125,1
110,0
100,1
115,1
120,0
125,0
105,0
130,1
105,0
110,1
115,1
130,1
120,0
125,0
100,0
105,1
100,1
110,1
115,1
130,1
125,0
120,0
110,1
115,1
130,1
100,0
105,1
125,0
120,1
125,0
110,0
120,1
105,0
130,1
100,0
115,1
105,1
115,1
110,1
100,1
125,1
130,0
120,0
115,0
110,0
120,0
100,0
105,1
125,1
130,0
105,0
120,1
100,0
115,1
125,0
130,0
110,0
120,1
110,0
130,1
125,0
115,0
105,0
100,1
105,1
125,1
115,0
100,0
110,1
120,1
130,0
120,0
130,0
110,0
125,1
100,0
105,1
115,1
105,0
115,1
125,1
100,0
110,1
120,1
130,0
120,0
105,0
125,1
115,0
110,0
130,1
100,0
125,1
115,0
110,0
130,1
120,0
100,0
105,1
